reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,sentiment_polarity,sentiment_subjective,wordCount,uppercaseCharCount,specialCharCount,sentiment_rating
4950eb55-d573-474b-acd3-bc190cdbcc2e,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good app,5,0,,2026-02-28 17:06:17,"Hai, Kak Daniel. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi X @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",2026-02-28 17:10:06,,0.7,0.6000000000000001,2,0,0,Positive
9cd3cf44-6c05-4faf-a334-15688c5f9ead,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"tiba² ke logout, pas coba login bagian halaman kode otp selalu info disconnected padahal internet stabil",1,0,2.9.10,2026-02-28 05:21:47,"Hai, Kak Siti. Maaf atas ketidaknyamanannya. blu ingin memahami lebih lanjut kendala yang Kakak alami agar bisa kami tindaklanjuti secepatnya. Mohon kesediaannya untuk menghubungi kami di 1500668, ya. Tim kami siap bantu secara langsung.",2026-02-28 06:30:18,2.9.10,0.0,0.0,16,0,1,Negative
46901a9a-09af-4be5-8eb5-191b4720c121,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"sesudah lunas bluextracash, beberapa bulan kemudian coba lagi ditolak, tidak perlu di jawab tidak sesuai kriteria, bilang saja tidak bisa diandalkan dan tidak punya loyalitas terhadap pelanggan, bye-bye blu",1,1,2.9.20,2026-02-27 12:11:07,"Hai, Kak Rustanto. Maaf atas ketidaknyamanannya. Terkait dengan hasil pengajuan merupakan hasil analisa data-data yang Kakak miliki pada Bank BCA Digital, Kakak bisa tingkatkan kembali untuk menabung dan transaksi dengan blu dan Kakak bisa ajukan kembali setelah 90 hari sejak pengajuan bluExtraCash Kakak ditolak ya.",2026-02-27 13:14:18,2.9.20,0.0,0.0,29,0,5,Negative
7cda9439-f007-491f-95c5-0d3f9cee71bf,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,kasih bintang 1 dulu krn sering error. ntar diubah kalo kualitas membaik.,1,0,,2026-02-27 07:55:06,"Hai, Kak Rindu. Maaf atas ketidaknyamanannya. Kami akan selalu berusaha memberikan yang terbaik kebutuhan perbankan Kakak. Mohon pastikan perangkat sudah update versi terbaru dan jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi X @haloblu, email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",2026-02-27 08:22:40,,0.0,0.0,12,0,2,Negative
72c8e040-d005-4a8e-8642-840696323d51,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,can't sign in,1,0,2.9.10,2026-02-26 20:12:43,"Hai, Kak Brandon. Maaf atas ketidaknyamanannya. Terkait kendala tersebut pastikan Kakak gunakan nomor handphone yang terdaftar, namun apabila sudah sesuai dan tetap terkendala boleh infokan detail kendala serta kirimkan gambar kendalanya ke X @haloblu atau email haloblu@bcadigital.co.id agar kami bisa bantu lebih lanjut ya.",2026-02-26 20:59:51,2.9.10,0.0,0.0,3,0,1,Negative
aeca07f8-5a35-4aa6-8d9c-9a495c5cba2c,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,verifikasi muka susah banget. harus berkali2. selalu gk bs mendeteksi saat buka tutup mulut. mending hilangin aja. karna bikin ribet banget,1,0,2.9.10,2026-02-26 11:57:05,"Hai, Kak Irviady. Maaf atas ketidaknyamanannya. Kami akan selalu berusaha memberikan yang terbaik demi kebutuhan perbankan Kakak. Terkait hal tersebut pastikan beberapa hal berikut, pastikan Kakak tidak memakai sunglasses, di tempat yang terang, tidak backlight, posisi wajah di dalam lingkaran dan pastikan aplikasi blu versi terupdate ya.
",2026-02-26 12:35:18,2.9.10,0.0,0.0,21,0,4,Negative
6231579e-6621-4db9-8cea-67efeda34067,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,#bye blu sejak bca ada fitur pocket .,1,3,,2026-02-26 11:44:53,"Hai, Kak Obin. Maaf atas ketidaknyamanannya. Kami akan selalu berusaha memberikan yang terbaik demi memenuhi kebutuhan perbankan Kakak. Blu ingin memahami lebih lanjut kendala yang Kakak alami agar bisa kami tindaklanjuti secepatnya. Mohon kesediaannya untuk menghubungi kami di 1500668, ya. Tim kami siap bantu secara langsung.",2026-02-26 11:49:20,,0.0,0.0,8,0,2,Negative
e2805342-2dbe-4fec-a49d-c1223fc507dc,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"plis dong va nya di benerin lagi. tiap mau bayar belanja online gagal mulu. selalu muncul notif pastikan nomor va benar, entah apa yg salah padahal copas langsung, terpaksa bayar di rekening bisnis bca mobile",1,0,2.9.10,2026-02-26 04:08:37,"Hai Kak Zara. Maaf atas ketidaknyamanannya. Untuk fitur BCA Virtual Account bisa dilakukan melalui aplikasi blu, namun baru beberapa partner yang bekerja sama dengan blu. Dikhawatirkan company partner tersebut belum bekerja sama dengan blu. Boleh informasikan ke DM X @Haloblu transaksi tersebut di merchant apa, agar kami dapat infokan lebih lanjut.",2026-02-26 05:28:18,2.9.10,0.0,0.0,35,0,4,Negative
778e7bfa-2f14-497a-aaad-e4e9799390dc,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,kebanyakan bug,1,0,2.9.10,2026-02-25 15:05:11,"Hai, Kak Stefanus. Maaf ketidaknyamanannya. Kami akan selalu terus memperbaiki sistem demi mencapai kepuasan para pengguna aplikasi blu. Terkait kendala tersebut pastikan Kakak menggunakan aplikasi blu versi terbaru, pastikan setting waktu di handphone menjadi otomatis, jaringan internet lancar dan stabil serta tidak menggunakan jaringan WiFi.
",2026-02-25 16:05:10,2.9.10,0.0,0.0,2,0,0,Negative
0576e8fc-6d20-4cee-8e88-9eef4fc28bf0,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"slow qris, biaya tarik di bca, ui masih kurang ok, promo banyak aturan..",2,0,2.9.0,2026-02-25 01:58:46,"Hai, Kak Ferdinand. Maaf atas ketidaknyamanannya. Pastikan menggunakan blu versi terbaru atau boleh switch jaringan pada handphone. Kakak bisa bebas biaya tarik tunai di ATM BCA menggunakan bluLoyalty. Promo blu memiliki syarat ketentuan yang berbeda. Apabila mengalami kendala, mohon kesediaan untuk menghubungi kami di 1500668, ya.",2026-02-25 02:30:25,2.9.0,0.09999999999999998,0.44999999999999996,13,0,5,Negative
a5f25733-2d59-4037-94fc-f00f02266b14,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bca always the best,5,0,2.9.10,2026-02-24 13:33:05,"Hai, Kak Robin. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi X @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",2026-02-24 14:05:09,2.9.10,1.0,0.3,4,0,0,Positive
8bf08262-6670-4792-bb03-cc40c674cac6,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"very slow app, even with good signal reception it takes a while to do simple thing like login and complete qr payment compared to other banking app",1,0,2.9.10,2026-02-24 03:54:03,"Hai, Kak Giovanni. Maaf atas ketidaknyamanannya. Kami akan selalu terus memperbaiki sistem demi mencapai kepuasan para pengguna aplikasi blu. Terkait kendala tersebut pastikan Kakak menggunakan aplikasi blu versi terbaru, pastikan setting waktu di handphone menjadi otomatis, jaringan internet lancar dan stabil serta tidak menggunakan jaringan WiFi.",2026-02-24 04:07:50,2.9.10,0.05699999999999998,0.45042857142857146,27,0,1,Negative
47e5de28-7da1-4058-933c-74afaaadfe59,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"aplikasi nya benahin dong, lemot banget tiap buka selalu force close tiba"" 😑",2,0,2.9.10,2026-02-23 09:26:22,"Hai, Kak Susanti. Maaf atas ketidaknyamanannya. Kami akan selalu terus memperbaiki sistem demi mencapai kepuasan para pengguna blu. Terkait kendala tersebut pastikan Kakak menggunakan blu versi terbaru, pastikan setting waktu di handphone menjadi otomatis, jaringan internet lancar dan stabil atau Kakak boleh switch jaringan pada handphone.
",2026-02-23 10:55:15,2.9.10,0.0,0.0,13,0,2,Negative
8ce4004d-dd22-43f5-9860-2d1e17956570,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"plissss aplikasinya perbaikin lagi jelekkk, sinyal bagus tpi tetep gk bisa buka blu",2,0,1.48.10,2026-02-22 01:02:43,"Hai, Kak Manda. Maaf atas ketidaknyamanannya. Kami akan selalu berusaha memberikan yang terbaik demi memenuhi kebutuhan perbankan Kakak. Terkait kendala tersebut boleh infokan detail kendala serta kirimkan gambar kendalanya ke X @haloblu atau email haloblu@bcadigital.co.id agar kami bisa bantu lebih lanjut ya.
",2026-02-22 01:10:10,1.48.10,0.0,0.0,13,0,1,Negative
92fd6554-e3fa-4890-93e3-5459b92c8101,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,it's getting better,4,1,2.9.10,2026-02-21 05:54:23,"Hai, Kak Akbar. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi X @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",2026-02-21 06:50:21,2.9.10,0.5,0.5,3,0,1,Positive
ec194fe0-04e2-4b3c-9c90-1598e990d4ec,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"overal bagus, tp aplikasinya lelet kurang sat set, mau scan kode qris nunggu nya lama sekali",3,0,2.9.10,2026-02-21 03:03:19,"Hai, Kak Luthfi. Maaf atas ketidaknyamanannya. Kami akan selalu terus memperbaiki sistem demi mencapai kepuasan para pengguna aplikasi blu. Terkait hal tersebut pastikan Kakak menggunakan blu versi terbaru, pastikan setting waktu di handphone menjadi otomatis, jaringan internet lancar dan stabil atau Kakak boleh switch jaringan pada handphone.",2026-02-21 04:32:47,2.9.10,0.0,0.0,16,0,2,Neutral
a38bf265-efdb-4a5c-a651-59ba30381387,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"habis update terakhir, kenapa mau transfer saja jadi ribet mau cari rekening yg mau ditransfer, daftar favorit juga kosong, gimana ini programmernya???",2,0,2.9.10,2026-02-20 08:58:05,"Hai, Kak Abraham. Maaf atas ketidaknyamanannya. Kami akan selalu berusaha memberikan yang terbaik demi memenuhi kebutuhan perbankan Kakak. Blu ingin memahami lebih lanjut kendala yang Kakak alami agar bisa kami tindaklanjuti secepatnya. Mohon kesediaannya untuk menghubungi kami di 1500668, ya. Tim kami siap bantu secara langsung.",2026-02-20 09:09:06,2.9.10,0.0,0.0,22,0,6,Negative
ea145dfb-c51c-492f-a26e-3c7bb5e17f39,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"aplikasi selalu mengalami force close semenjak saya update, apakah saya bisa mengirim detail selain melalui telepon?",1,0,2.9.10,2026-02-19 15:21:48,"Hai, Kak Ryo. Maaf atas ketidaknyamanannya. Kami akan selalu memperbaiki sistem demi mencapai kepuasan para pengguna aplikasi blu. Jika ingin dibantu lebih lanjut, Kakak juga bisa langsung menghubungi X @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",2026-02-19 15:54:08,2.9.10,0.0,0.0,16,0,2,Negative
04597d39-bd7c-42f0-858e-68a0a72a476c,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,daftar rekening tidak muncul di menu transfer,2,0,2.9.10,2026-02-19 15:19:09,"Hai, Kak Ryuvia. Maaf atas ketidaknyamanannya. Kami akan selalu berusaha memberikan yang terbaik demi memenuhi kebutuhan perbankan Kakak. Blu ingin memahami lebih lanjut kendala yang Kakak alami agar bisa kami tindaklanjuti secepatnya. Mohon kesediaannya untuk menghubungi kami di 1500668, ya. Tim kami siap bantu secara langsung.",2026-02-19 15:49:02,2.9.10,0.0,0.0,7,0,0,Negative
d6623197-28e6-47bb-8b36-9290de100b17,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"masih lemot banget, kacau banget aplikasinya",1,1,1.29.0,2026-02-19 08:49:51,"Hai, Kak Nabil. Maaf atas ketidaknyamanannya. Kami akan selalu berusaha memberikan yang terbaik demi memenuhi kebutuhan perbankan Kakak. Blu ingin memahami lebih lanjut kendala yang Kakak alami agar bisa kami tindaklanjuti secepatnya. Mohon kesediaannya untuk menghubungi kami di 1500668, ya. Tim kami siap bantu secara langsung.",2026-02-19 08:59:34,1.29.0,0.0,0.0,6,0,1,Negative
56af59df-e487-48ed-ac74-d9c1ad680bea,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,too slow,2,0,2.9.0,2026-02-19 07:20:57,"Hai, Kak Maulana. Maaf atas ketidaknyamanannya. Kami akan selalu terus memperbaiki sistem demi mencapai kepuasan para pengguna aplikasi blu. Terkait kendala tersebut pastikan Kakak menggunakan aplikasi blu versi terbaru, pastikan setting waktu di handphone menjadi otomatis, jaringan internet lancar dan stabil serta tidak menggunakan jaringan WiFi.",2026-02-19 08:08:05,2.9.0,-0.30000000000000004,0.39999999999999997,2,0,0,Negative
2d7be7b4-2fa0-41db-9e2e-02bab99e267d,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"menyusahkan saya yang cacat mata minus, hanya untuk verifikasi wajah dipersulit. memang customer anda sempurna semua? ga ada cacat fisik?",2,0,2.9.10,2026-02-18 14:12:42,"Hai, Kak Awan. Maaf atas ketidaknyamanannya. Kami akan selalu berusaha memberikan yang terbaik demi kebutuhan perbankan Kakak. Terkait hal tersebut pastikan beberapa hal berikut, pastikan Kakak tidak memakai sunglasses, di tempat yang terang, tidak backlight, posisi wajah di dalam lingkaran dan pastikan aplikasi blu versi terupdate ya.",2026-02-18 15:13:45,2.9.10,-0.1,0.1,20,0,4,Negative
717db18c-2d08-4982-a1da-adab21aa137a,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"min, over all aplikasinya super sekali, tapi tombol qris harusnya di tengah seperti mybca, dan aplikasi terasa cukup berat",5,0,2.9.10,2026-02-18 09:32:17,"Hai, Kak Asep. Maaf atas ketidaknyamanannya. Terima kasih atas saran dan masukan yang diberikan, kami akan selalu memperbaiki sistem demi mencapai kepuasan para pengguna aplikasi blu. Jika ada kendala pada aplikasi blu Kakak, mohon kesediaannya untuk menghubungi kami di 1500668, ya. Tim kami siap bantu secara langsung.",2026-02-18 10:09:46,2.9.10,0.3333333333333333,0.6666666666666666,19,0,3,Positive
ed03fb7c-bf48-485f-8185-5116cc534439,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"app selalu kembali ke halaman login awal, seperti tereset. sangat buruk",1,0,2.9.10,2026-02-17 14:28:28,"Hai, Kak Sandi. Maaf atas ketidaknyamanannya. Kami akan selalu berusaha memberikan yang terbaik kebutuhan perbankan Kakak. Mohon pastikan perangkat sudah update versi terbaru dan jika ada hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi X @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",2026-02-17 14:53:21,2.9.10,0.0,0.0,11,0,2,Negative
6deab971-40c4-4b77-96a4-bc3641348c49,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"tidak bisa dibuka di xiaomi pad 7. saat dibuka layarnya warna merah dan tertulis pesan ""oops... terjadi kesalahan"" ""tetap tenang! kami perbaiki dulu ya, sambil tunggu restart blu kamu dulu yuk"" ""jhgpshunssd"" edit : sudah mengikuti instruksi admin (balasan review ini), tetapi masih mendapatkan error yang sama. aplikasi blu tetap tidak bisa digunakan di xiaomi pad 7 saya, bagaimana ini? saya perlu transaksi menggunakan rekening blu saya.",1,0,2.9.0,2026-02-17 04:12:52,"Hai, Kak Aucky. Maaf atas ketidaknyamanannya. Jika yang Kakak maksud menggunakan aplikasi blu di tablet, maka aplikasi blu bisa Kakak download melalui tablet, namun untuk penggunaan fitur yang lebih maksimal disarankan menggunakan perangkat mobile (device handphone) ya Kak.",2026-02-17 04:19:30,2.9.0,0.0,0.0,67,0,20,Negative
