reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
15588cb7-3578-4450-9e3f-e943a33a791b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bluextracash nya kapan muncul nya nih,5,0,2.9.20,2026-03-09 04:52:41,"Hai, Kak Aris. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. bluExtraCash saat ini sudah tersedia, namun pastikan Kakak berdomisili Jabodetabek, Bali, D.I Yogyakarta, Malang, Semarang, Surabaya, Solo, Kota Bandung, Kabupaten Bandung, Cilacap, Klaten, Sidoarjo dan Gresik.",2026-03-09 05:55:58,2.9.20
384bc0ac-e12b-4cb1-a999-34dec2ebda9a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"bagus, fitur fiturnya memanjakan mata 😁",5,0,2.9.20,2026-03-09 03:03:24,"Hai Kak Arif, terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Tunggu inovasi selanjutnya, nantikan update kemudahan transaksi lainnya yang akan dihadirkan BCA Digital ya Kakak.",2026-03-09 04:33:38,2.9.20
11d24ff9-bce4-4ff7-be6b-fcb8a1c28425,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,jujur aplikasi kaliann berat dan lemot,1,0,,2026-03-08 22:30:45,"Hai, Kak Ahmad. Maaf atas ketidaknyamanannya. Kami akan selalu terus memperbaiki sistem demi mencapai kepuasan para pengguna aplikasi blu. Terkait kendala tersebut pastikan Kakak menggunakan aplikasi blu versi terbaru, pastikan setting waktu di handphone menjadi otomatis, jaringan internet lancar dan stabil serta tidak menggunakan jaringan WiFi.",2026-03-08 23:00:19,
c8774c31-24d3-45c2-8b43-628d1a016e3c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sering terjadi trauble dini hari. dan itu sangat sering hapir tiap hari,1,0,2.9.20,2026-03-08 21:12:06,"Hai, Kak Haikal. Maaf atas ketidaknyamanannya. Kami akan selalu berusaha memberikan yang terbaik demi memenuhi kebutuhan perbankan Kakak. blu ingin memahami lebih lanjut kendala yang Kakak alami agar bisa kami tindaklanjuti secepatnya. Mohon kesediaannya untuk menghubungi kami di 1500668, ya. Tim kami siap bantu secara langsung.",2026-03-08 21:29:03,2.9.20
e448023b-8b54-4a3a-a609-0a47e5480b5d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"3 dulu deh,kenapa 3?untuk TF dari induk semangnya yaitu BCA charge seperti TF ke lain Bank not free padahal masih bernaung dibawah payung BCA.",3,0,2.9.20,2026-03-08 19:10:24,"Hai, Kak Dean. Maaf atas ketidaknyamanannya. Terkait adanya biaya transfer BI-FAST dari BCA ke blu adalah ketentuan dari BCA. Namun tenang saja Kakak masih bebas biaya transfer BI-FAST dari blu ke BCA ya. blu by BCA Digital adalah anak perusahaan dari Bank BCA, tetapi sudah berbeda bank. Masing-masing mempunyai kebijakan yang berbeda Kak.",2026-03-08 19:59:27,2.9.20
f65b9147-fd88-46ad-bc9d-5d57c2a5c20e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,cape deh gabisa verifikasi wajag ampun,1,0,,2026-03-07 22:06:01,"Hai, Kakak. Maaf atas ketidaknyamanannya. Kami akan selalu berusaha memberikan yang terbaik kebutuhan perbankan Kakak. Mohon pastikan perangkat sudah update versi terbaru dan jika ada hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi X @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",2026-03-07 22:36:13,
77d3e2e2-7799-42b0-a6d2-21ebfaf68e6b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,semoga bermanfaat dan jauh lebih baik lagi,5,0,,2026-03-07 02:49:04,"Hai, Kakak. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi X @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",2026-03-07 03:13:59,
d1b69f0d-bf72-47ec-9dd8-10c1162feb1d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"verifikasi muka menjengkel kan padahal sudah pas depan kamera,bikin lama sering logout pula . tolong diperbaiki lagi dipermuda vermuknya",1,0,,2026-03-07 02:36:50,"Hai, Kak Elvan. Maaf atas ketidaknyamanannya. Kami akan selalu berusaha memberikan yang terbaik demi kebutuhan perbankan Kakak. Terkait hal tersebut pastikan beberapa hal berikut, pastikan Kakak tidak memakai sunglasses, di tempat yang terang, tidak backlight, posisi wajah di dalam lingkaran dan pastikan aplikasi blu versi terupdate ya.",2026-03-07 03:15:26,
7386b6e7-2907-4170-bce3-aa5c13328674,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Pembuatan akunnya ribet banget.,1,0,,2026-03-07 01:57:37,"Hai, Kak Uza. Maaf atas ketidaknyamanannya.Blu ingin memahami lebih lanjut kendala yang Kakak alami agar bisa kami tindaklanjuti secepatnya. Mohon kesediaannya untuk menghubungi kami di 1500668, ya. Tim kami siap bantu secara langsung.",2026-03-07 02:18:40,
c8492a11-cb52-4e87-bcb3-4eec6b6ea452,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aplikasi bca sekuritas kmn? bbrpa hari ga bisa login,4,0,,2026-03-06 23:44:27,"Hai Kak Muhammad. Maaf atas ketidaknyamanannya. Saat ini Kakak terhubung dengan BCA Digital, untuk kendala login di BCA Sekuritas kami sarankan Kakak menghubungi BCA Sekuritas melalui Whatsapp +6281919500888 atau email cs@bcasekuritas.co.id ya",2026-03-07 00:12:40,
1d840421-eaba-408a-8a4a-51b032828e9c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,rugi besar kartu kredit saya belum di kirim kartu kredit saya,1,0,,2026-03-06 11:25:38,"Hai, Kakak. Maaf atas ketidaknyamanannya. Saat ini BCA Digital belum ada kartu kredit Kak, namun boleh informasikan lebih detail terkait pengiriman kartu yang Kakak maksud ke X @haloblu atau email haloblu@bcadigital.co.id agar kami dapat bantu lebih lanjut ya.",2026-03-06 12:38:58,
2d6b75f8-d07e-43c6-b3e0-f584db77fd33,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Bluebca sangat diandalkan, praktis dan mudah.mantap",5,0,2.9.20,2026-03-06 10:09:20,"Hai, Kak Rudi. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi X @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",2026-03-06 10:26:47,2.9.20
b1bb1fb3-4112-46a9-a4f0-80735de5f43b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,lemot,1,0,2.9.0,2026-03-06 09:53:47,"Hai, Kakak. Maaf atas ketidaknyamanannya. Kami akan selalu terus memperbaiki sistem demi mencapai kepuasan para pengguna aplikasi blu. Terkait kendala tersebut pastikan Kakak menggunakan blu versi terbaru, pastikan setting waktu di handphone menjadi otomatis, jaringan internet lancar dan stabil atau Kakak boleh switch jaringan pada handphone.",2026-03-06 10:24:07,2.9.0
843eecea-d9fe-4fed-a8ef-776df6a13740,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,kode otp ny g dpt lewat email/wa..susah login,1,0,2.9.10,2026-03-06 08:42:36,"Hai, Kak Rahmat. Maaf atas ketidaknyamanannya. Jika Kakak terkendala OTP via SMS, mohon dapat memastikan sinyal kuat dan stabil, outbox/inbox SMS tidak full, matikan handphone, nyalakan kembali dan nomor handphone yang didaftarkan sesuai saat registrasi rekening blu. Jika masih mengalami kendala, mohon kesediaannya menghubungi kami di 1500668, ya.",2026-03-06 09:37:05,2.9.10
c743bc78-ffab-45cd-82b2-f119636547a5,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,pembukaan aplikasi menyala lambat yang selalu loading,1,0,2.9.10,2026-03-06 04:04:23,"Hai, Kak Fauzan. Maaf atas ketidaknyamanannya. blu ingin memahami lebih lanjut kendala yang Kakak alami agar bisa kami tindaklanjuti secepatnya. Mohon kesediaannya untuk menghubungi kami di 1500668, ya. Tim kami siap bantu secara langsung.",2026-03-06 05:09:41,2.9.10
2ea6147c-cb78-4439-81f2-07907f46b36f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,oke,5,0,2.9.20,2026-03-06 01:25:13,"Hai, Kakak. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi X @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",2026-03-06 02:21:36,2.9.20
95e99c66-f0c8-4db9-9031-f7812f9ae542,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,saya tidak bisa login muncul sesi anda telah habis silahkan login kembali. ini bagaimana solusinya. saya pikir bca aman ternyata memalukan. sudah saya ganti bolak balik dari semalam. tetap sesi berakhir.,5,1,2.9.20,2026-03-06 01:09:11,"Hai, Kak Aizen. Maaf atas ketidaknyamanannya. Terkait kendala tersebut mohon kesediaan Kakak untuk mencoba tutup semua aplikasi yang sedang berjalan pada device yang digunakan, pastikan menggunakan blu versi terbaru, coba untuk restart device yang digunakan. Setelah itu, buka aplikasi blu dan coba login kembali ya Kak.",2026-03-06 02:13:52,2.9.20
c46e7628-891e-4933-aaa4-c1df703d6184,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good,5,0,2.9.20,2026-03-05 21:58:36,"Hai, Kak Kakak . Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi X @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",2026-03-05 23:02:17,2.9.20
9845135c-e515-47b1-baab-ad10b8e2d5db,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"ternyata yang bikin lemot hpnya, setelah ganti HP baru udah lancar jaya, maaf sebelumnya kasih rating 1",5,0,2.9.10,2026-03-05 20:24:26,"Hai, Kak Achmad. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi X @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",2026-03-05 21:07:04,2.9.10
61489734-e8f2-4dd2-8278-6c7e3b6dff77,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"dipakai di sinyal yang kurang bagus, lemotnya kebangetan. beda jauh sama superbank/seabank yang masih ngangkat pake sinyal kurang bagus. tolong diperbaiki, jangan kebanyakan aset jadi loadnya lama",2,0,,2026-03-05 12:33:24,"Hai, Kak Fahrul. Maaf atas ketidaknyamanannya. Kami akan selalu terus memperbaiki sistem demi mencapai kepuasan para pengguna aplikasi blu. Terkait kendala tersebut, pastikan setting waktu di handphone menjadi otomatis, jaringan internet lancar dan stabil atau Kakak boleh switch jaringan pada handphone ya.
",2026-03-05 13:15:35,
db294593-2f3b-49df-8bad-ab060a8f9589,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"loading lama banget, kalo mau bayar pake blu kadang malu karna buat log in aja lama!",3,1,2.9.20,2026-03-05 08:55:40,"Hai, Kak Nanda. Maaf atas ketidaknyamanannya. Kami akan selalu terus memperbaiki sistem demi mencapai kepuasan para pengguna aplikasi blu. Terkait kendala tersebut pastikan Kakak menggunakan aplikasi blu versi terbaru, pastikan setting waktu di handphone menjadi otomatis, jaringan internet lancar dan stabil serta tidak menggunakan jaringan WiFi.",2026-03-05 09:47:37,2.9.20
8a619bb0-344b-4090-985a-6185c9b040c3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"sengaja pakai untuk cash back kopi, pembelian pertama lancar, pembelian hari kedua tidak dapat cash backnya padahal pesanan sama, nanya cs malah kaga bisa bantu apa2, aplikasi jelek",1,1,2.9.20,2026-03-05 06:58:23,"Hai, Kak Wesly. Maaf atas ketidaknyamanannya. Jika Kakak sudah sesuai dengan syarat ketentuan promo dan cashback tidak Kakak terima, kami sarankan agar Kakak dapat menghubungi layanan haloblu 1500668 atau tanpa pulsa melalui aplikasi haloBCA yang dapat diunduh di Play Store atau App Store agar dicek lebih lanjut ya Kak.",2026-03-05 07:03:44,2.9.20
c3d29c7b-ff1f-4fe2-84f8-84ff5dfc4b3e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Saran untuk perbaikan aplikasi agar saat mau login atau loading transaksi bisa lebih cepat, karena akhir-akhir ini hanya untuk login saja harus menunggu lama.",4,1,2.9.20,2026-03-05 02:23:30,"Hai, Kak Thomas. Maaf atas ketidaknyamanannya. Kami akan selalu terus memperbaiki sistem demi mencapai kepuasan para pengguna aplikasi blu. Terkait kendala tersebut pastikan Kakak menggunakan aplikasi blu versi terbaru, pastikan setting waktu di handphone menjadi otomatis, jaringan internet lancar dan stabil serta tidak menggunakan jaringan WiFi.",2026-03-05 02:32:43,2.9.20
e8b8cb59-21c8-4f9f-b4b3-626b1b46f389,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,knp aplikasi gx bisa di buka udh 3 hari,5,0,2.8.10,2026-03-04 23:33:05,"Hai, Kak Irfan. Maaf atas ketidaknyamanannya.Blu ingin memahami lebih lanjut kendala yang Kakak alami agar bisa kami tindaklanjuti secepatnya. Mohon kesediaannya untuk menghubungi kami di 1500668, ya. Tim kami siap bantu secara langsung.",2026-03-05 00:24:36,2.8.10
93d30354-e466-479c-94a4-eb025948b7c2,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"ORANG TRANSFER KE REKENING GA MASUK KE SALDO, PADAHAL DI EMAIL ADA FAKTURNYA",1,0,,2026-03-04 16:30:11,"Hai, Kak Siti. Maaf atas ketidaknyamanannya. Terkait kendala tersebut, apabila transaksi Kakak sudah berhasil memotong saldo rekening namun mengalami kendala, agar bisa kami tindaklanjuti secepatnya. Mohon kesediaannya untuk menghubungi kami di 1500668, ya. Tim kami siap bantu secara langsung ya Kak.",2026-03-04 17:08:47,
37f815ec-308c-4c21-90b0-ad1844c82f7b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Kenapa blue bca tidak bisa tranfer,5,0,2.9.20,2026-03-04 14:58:43,"Hai, Kak Airis. Maaf atas ketidaknyamanannya. Kami akan selalu berusaha memberikan yang terbaik demi memenuhi kebutuhan perbankan Kakak. Blu ingin memahami lebih lanjut kendala yang Kakak alami agar bisa kami tindaklanjuti secepatnya. Mohon kesediaannya untuk menghubungi kami di 1500668, ya. Tim kami siap bantu secara langsung.",2026-03-04 16:03:07,2.9.20
f55c86ad-c540-4ed0-bafa-f777c6488963,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Perbaikin aplikasinya masih banyak Bug, dan slow respon",2,0,2.9.20,2026-03-04 13:55:49,"Hai, Kak Rilo. Maaf atas ketidaknyamanannya. Terima kasih atas saran dan masukan yang diberikan, kami akan selalu memperbaiki sistem demi mencapai kepuasan para pengguna aplikasi blu. Terkait kendala tersebut pastikan Kakak menggunakan blu versi terbaru, jaringan internet lancar dan stabil atau Kakak boleh switch jaringan pada handphone.",2026-03-04 14:10:30,2.9.20
3123335b-1724-4490-b12a-08bdfd084805,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,gua gapernah punya tunggakan di blue bca tapi knapaaa ada tagihan woii,1,0,,2026-03-04 13:51:30,"Hai, Kak Septiardewi. Maaf atas ketidaknyamanannya. Terkait hal tersebut agar dapat dibantu pengecekan lebih lanjut, kami sarankan untuk menghubungi layanan haloblu di 1500668 atau melalui aplikasi haloBCA karena membutuhkan verifikasi data melalui telepon. 🙏",2026-03-04 14:06:56,
3aa89636-b02e-49c4-b1b2-f643349a0989,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Barusan saya mau login tiba2 tidak bisa karena alasan signal, padahal ini saya bisa posting komen.. Tolong segera diperbaiki, saya mau login urgent! Sementara saya kasih bintang 3 dulu, sampai bisa login kembali..",3,1,2.9.20,2026-03-04 11:59:23,"Hai, Kak Ramon. Maaf atas ketidaknyamanannya. Kami akan selalu berusaha memberikan yang terbaik demi memenuhi kebutuhan perbankan Kakak. Terkait kendala tersebut pastikan Kakak menggunakan aplikasi blu versi terbaru, pastikan setting waktu di handphone menjadi otomatis, jaringan internet lancar dan stabil serta tidak menggunakan jaringan WiFi.",2026-03-04 12:11:41,2.9.20
