word,tfidf_avg
maf,0.002367560977653356
aplikasi bagus,0.0023199454418977084
sinyal,0.002315111558726883
ni,0.00231336548460254
nama,0.0023119662544224097
rek,0.0023098827501777707
online,0.002295769455275585
beli,0.002292823607297265
hilang,0.0022879692082054875
beda,0.002286718368949584
koneksi,0.0022833002301871647
oke banget,0.002280312590713845
tingal,0.0022746098749438083
cocok,0.002250845882506391
fre,0.002243741013778136
kasih bintang,0.0022199857509444974
kembang,0.0022110153301232354
va,0.0022092995735164974
ambil,0.002203829286943775
habis,0.002189028403604763
kayak,0.0021878831223433003
apa,0.0021789597514323663
gitu,0.002170972966199795
bantu transaksi,0.0021581089524376645
jg,0.002157362148410258
bug,0.002152913591431451
mending,0.0021485223980727557
yah,0.002148200474564048
mantep,0.0021432978239825325
tau,0.002135188862251872
scren,0.002111060232072905
bilang,0.0021104788831147665
suka banget,0.002103269333607318
recomended,0.0020764407504338498
gin,0.0020740878010901045
banyak,0.0020665901229619025
tetep,0.0020659267417074806
hubung,0.0020617511335359784
blokir,0.0020607588456423034
banget pakai,0.002057595110442809
kadang,0.0020546548773489205
tunai atm,0.0020521898295070805
bulan,0.0020505034490118828
moga depan,0.0020480361018360036
cuman,0.002043591885017452
ui,0.0020346042880781904
fisik,0.002031404362484017
emang,0.0020303144425091756
tahan,0.0020290953777911216
pilih,0.0020186553882206824
mobile,0.001987552420322906
virtual acount,0.001976984999978125
ringan,0.001976680437519131
atur,0.001962745104011014
bagus bagus,0.001942580677612544
pin,0.0019364360333134416
menit,0.0019327493932107098
percaya,0.0019238939769767802
promonya,0.0019150914277214382
kenal,0.001911284002471741
instal,0.0019057208355218777
topup,0.0019021000900246747
lock,0.0018781045323740546
job,0.001873825845469537
aju,0.0018737680106850408
duit,0.0018717204134757125
bebas biaya,0.0018688329716681626
kartu atm,0.0018563726120563904
solusi,0.0018321878738961686
untung,0.0017973643298268738
masukin,0.001793519502746678
tambahin,0.0017847903499888529
muncul,0.0017775253935666273
blubca,0.0017774915141769258
ku,0.0017742172456068045
ampun,0.0017629139935161314
ny,0.0017567086029474936
dl,0.0017519422304314678
god job,0.0017281714320415878
poko,0.0017208532560707382
foto ktp,0.0017197890678380637
kurang,0.001704820358574977
super,0.0016929160182326236
anak,0.0016786878159450224
dapet,0.0016784687947840522
lupa,0.0016776489027945111
susah masuk,0.001662599659909069
so,0.0016534681963049057
tranfer,0.0016531594534162307
kerja,0.0016529865297023143
halo,0.0016469687014472882
internet,0.0016395356003736207
aps,0.0016307022023276032
muka,0.0016256004275522525
tulis,0.0016255590545400757
mbanking,0.0016187357078740927
scan,0.0016069300109950676
nomer,0.0015989304809774167
eh,0.0015985148821649432
biaya transfer,0.001597167633763608
bagus sih,0.0015969709563953306
fast,0.0015862140322601365
reward,0.0015782316987846539
pulsa,0.0015709349496274728
scren lock,0.0015583745171746735
ac,0.0015527973312493108
kuota,0.0015406270786768711
in,0.001528203724109858
rb,0.0015276266992145118
ramah,0.0015265394319779765
kode otp,0.001525604360359781
ewalet,0.0015232357319558748
user,0.001522605009892972
bantu mudah,0.0015200157359919982
gajelas,0.0015143066973154178
loadingnya,0.0015043317984395396
registrasi,0.0015017146745543216
terus,0.0014912012671947884
kenal wajah,0.0014873264618009167
ubah,0.001486550650942364
love,0.0014864816919239736
pindah,0.0014843335219914106
doang,0.0014822282120786256
banking,0.0014797114721161904
bonus,0.001474950771538352
hari,0.0014558872333844924
perban,0.001449706867338557
sat,0.0014479142343140244
kamera,0.001440891514224603
harap,0.0014287559220282815
terang,0.0014266348596337127
sesi,0.0014220772981661872
cek,0.0014212848636902934
masalah,0.0014209347839856659
sya,0.001411721560292259
simpan,0.0014078809964343313
log,0.0014029518004810804
selesai,0.001385572110652494
abis,0.0013772125388560584
ribet banget,0.001367736193046338
via,0.0013602628507537093
referal,0.001358711318410181
buat,0.0013551331630347915
cash,0.0013484889663640412
urus,0.001344795674802543
flaz,0.001341673687381085
stabil,0.0013382584765328266
jaya,0.0013288790717108025
maju,0.001326901988909423
masuk akun,0.0013157452378738642
belah,0.001315520051154806
wajah gagal,0.0013115425185606065
wifi,0.0013110624347563568
cepat mudah,0.0013097442524985046
set,0.0013096697391571518
repot,0.0013070775600762257
nyesel,0.0013015208289550617
alas,0.0012952151423580827
gilir,0.001293173907017622
sumpah,0.0012927007213376484
aplikasi lambat,0.001288281637807758
kualitas,0.00127618942814312
gada,0.0012668550262121977
dipake,0.001258785575770534
rekomendasi,0.0012553033120025034
mohon baik,0.0012513809199646696
bagus transaksi,0.001250117749023856
trf,0.0012481666843673167
mudah banget,0.001244415528400644
belanja,0.001244268694433768
kena admin,0.0012406570748462725
reset,0.001236439121022598
sambung,0.0012301970088984234
muter,0.0012260185932709974
tutup,0.001213610720414218
hapy,0.0012028617679378456
bagus pokok,0.0012017012315872577
produk,0.0012002488128604895
klik,0.0011967269212825994
paham,0.001196708796147876
mudah pakai,0.0011954987385274357
lapor,0.0011944212811901072
pdhl,0.0011904697354452086
it,0.0011857585127710295
mntap,0.0011828457860238702
mantab,0.0011807620362961314
bantu banget,0.001180519118946762
adminya,0.0011795290594052443
alam,0.0011785505037985712
kelas,0.0011723481280545174
gratis transfer,0.0011702541506572774
proses cepat,0.0011698736980674425
transaksi cepat,0.0011682756836775144
gopay,0.0011666114186940884
qr,0.0011657278076571294
deposito,0.001161102469060838
kek,0.001156813776660703
sedia,0.0011480539231611918
batas,0.0011458720456292355
baca,0.001142972043658058
bagus cepat,0.0011401253635745048
kartu fisik,0.0011389005691891949
ok bagus,0.0011380559511240706
shopepay,0.0011265453899553125
males,0.0011241782015187164
overal,0.0011236870749872778
wow,0.0011225324356368197
donk,0.001117940565715023
knpa,0.001117728792765228
muda,0.0011166338158616798
kemarin,0.0011114884513491472
bagus aplikasi,0.001105527344865933
neng,0.0011043862708445752
bnget,0.0011024759770731044
no hp,0.0011020022940164819
kaga,0.0011014571052152626
saving,0.0010965568605785666
usaha,0.0010936244954644102
vermuk,0.0010931109346975748
daftar susah,0.0010876625903741917
tari,0.0010869301269609225
masuk susah,0.001086579822879151
sat set,0.0010824660498420934
nyoba,0.001081488564856565
jgn,0.001078615570732677
bingung,0.0010783066278366397
kesini,0.0010782314600210243
very,0.001076968354021529
aplikasi berat,0.0010661676837522324
jalan,0.001065456359940631
buruk banget,0.0010582177886603588
tuh,0.001057203031815209
responsif,0.001055253103348782
apknya,0.0010540471243203448
niat,0.0010522285757132866
bagus suka,0.0010521069425829964
mudah guna,0.0010519377304300166
animasi,0.0010456402602855785
bos,0.0010448473036935742
serba,0.0010420170603760981
jaring bagus,0.001038358413302988
dikit,0.0010324176025478468
card,0.001031234881060047
mah,0.0010309224171001377
mingu,0.0010276080927438486
syarat,0.001025640126570958
lemot,0.001019330559373494
pasti,0.001017910039620218
urgent,0.0010158752722878096
banget aplikasi,0.0010153136237672615
is,0.001011793152309045
deteksi,0.0010093011720862556
smoga,0.0010089132927026115
berat banget,0.0009985252577428573
kalah,0.0009932979790726634
akun blokir,0.000989487460159134
smoth,0.0009884177631968266
lokasi,0.0009867750023019553
close,0.0009859365632320035
friendly,0.0009836870083713267
listrik,0.000983088924958578
goyang,0.0009794646645384798
emoney,0.0009792040468297658
asik,0.0009762970458043099
hadeh,0.0009728506642683272
tolol,0.0009722256335903334
gratis biaya,0.0009709794866724629
fitur bagus,0.0009703491377470121
log in,0.0009686178205973657
easy,0.0009639223253456148
auto,0.0009617319311437234
versi,0.0009548862285546369
mudah praktis,0.0009524703580752675
kini,0.0009405443881426494
tuju,0.0009403387142210988
tp,0.0009398358279648899
hati,0.000937131903609922
transfer gratis,0.0009356062461185472
telpon,0.000935160479310457
loh,0.0009334135046548423
narik,0.0009285668981801503
ram,0.000927747926871626
developer,0.0009258020369538991
bagus moga,0.0009231517790427104
bagus nih,0.0009225528703076583
rugi,0.0009215296215574924
customer,0.000921204115667552
teman,0.0009211640954880685
masuk masuk,0.000920708867847773
ovo,0.0009186485045022851
lanjut,0.0009182395162118364
pas masuk,0.0009176079643587016
tim,0.0009127876769245237
gagal mulu,0.0009081704570098004
isi saldo,0.000906321892203031
pagi,0.0009055248149197836
gila,0.0009049172933579549
mahal,0.0009032862985933771
atur uang,0.0008977977091585804
buang,0.0008977136060833578
banget mudah,0.0008948686120018991
saldo potong,0.0008926141525168671
you,0.0008905311994845249
selfie,0.0008889090421142623
bgus,0.0008885365886740746
tahap,0.0008880256969283762
kode referal,0.0008879612217903983
ful,0.0008871827365605389
iya,0.0008871588697417516
aj,0.0008856329413313724
nyambung,0.0008841392639921497
far,0.0008824339967520003
takut,0.0008812335778124632
bi,0.0008789514926672608
sandi,0.0008755052682162898
cangih,0.0008685264392412076
buru,0.0008672308912527681
kesel,0.0008669775648385591
puas banget,0.0008656536935477304
wajah susah,0.0008645004054589762
so far,0.0008627286686200188
mati,0.0008617886124196449
milik,0.0008601690501468185
gara,0.0008588549255187018
eror mulu,0.0008579159086444279
banding,0.000856893868052639
banyakin,0.0008567735339715854
device,0.000855087424897659
maintenance,0.0008542644129922746
vidio,0.0008530837212976374
transaksi apa,0.0008525188390792067
tunai kena,0.0008503551997323329
service,0.0008498409954949711
bagus dah,0.0008484954263765464
fungsi,0.0008474576679967591
ka,0.0008472201247755964
hidup,0.000847149824809045
kl,0.0008461323971094305
banget masuk,0.0008446685559074477
shope,0.00084437038673185
mbca,0.000840578170184409
walet,0.0008374214536120608
normal,0.0008369415502215673
verifikasi muka,0.000836677499216767
erti,0.0008365814615652313
cari,0.0008337263625785843
fasilitas,0.0008292301486890447
gmna,0.0008290920120873558
bayar pakai,0.0008264589019657779
transaksi gagal,0.0008237179892388602
delay,0.0008218924947813232
hehe,0.0008202005261533659
notif,0.0008200638311892137
makan,0.0008185612544281987
malam,0.0008184336523600379
to,0.0008174771050148685
utama,0.0008162766650478919
asli,0.0008153089384790592
lambat buruk,0.000814949751862688
transaksi lancar,0.0008127707812807816
jelas,0.0008125527610583665
tangal,0.0008123777135668438
info,0.0008111290116543722
limit,0.0008102866063846644
mohon bantu,0.0008066172781776664
and,0.0008057887180593387
bi fast,0.0008057855205900995
aktivasi,0.0008054976081369386
masak,0.0008043361575831407
lancar jaya,0.000803220858908508
bnyak,0.0008020152250743984
blusaving,0.0007986807359282386
mudah bantu,0.0007984535458698658
make,0.0007984505708825899
ragu,0.0007934351883620804
slalu,0.0007916967475873753
banget transaksi,0.000790231822093207
rumah,0.0007898171696277965
pakai ribet,0.0007870526145919862
adm,0.0007867447967531771
diupdate,0.0007852830768955232
bagus pakai,0.0007825267981926911
user friendly,0.0007812031225898257
liat,0.0007811800127203073
sinyal bagus,0.0007803260897789189
server,0.0007796435738979055
admin bulan,0.0007788867057175876
keluar,0.0007780864561687521
ribu,0.0007771431605557085
ah,0.0007748230405397711
kantor,0.0007731870055346276
kacau,0.0007723365226605911
tambah fitur,0.0007708971568552948
adain,0.0007695472808394287
aktif scren,0.0007660428530733819
sangat,0.0007654863442401493
sms,0.0007650979396976071
bagus deh,0.0007629618492473525
mudah bagus,0.0007615588694460935
amanah,0.0007608314579235294
ikut,0.0007607280555932157
wajib,0.0007600124146629967
investasi,0.0007596102819990145
ad,0.0007590489569748049
trimakasih,0.0007587279529276316
gabisa masuk,0.0007567441223678599
ayo,0.0007566443118588674
murah,0.0007508146624502565
atas,0.0007491042152476917
milenial,0.0007476766012845634
lebih,0.0007461500016613416
handphone,0.0007453873312454586
mudah aman,0.000745310389936474
moga sukses,0.0007439404286511715
kredit,0.0007435191574146634
bagus lambat,0.0007432239263500184
lumayan bagus,0.0007421042824264181
pakai qris,0.0007421036587273563
malu,0.0007412576757192518
kasi,0.000737240862893219
bifast,0.0007370447750623107
csnya,0.0007322298920283104
ngak,0.0007308518618511455
ngebantu,0.0007308466094024853
inovasi,0.0007306866865509944
pakai mudah,0.000730181588668144
simple mudah,0.0007230770733367086
banget sih,0.0007213053038111915
nyaman pakai,0.0007207549518779825
juta,0.0007204683306335853
mudah paham,0.0007178961759663728
pakai wifi,0.0007178754361281119
penuh,0.0007161836728616984
kocak,0.0007147571667397369
kali kali,0.0007122233445912091
kah,0.000710283396568594
transfer kena,0.0007101485682955824
susah ampun,0.0007096347572493555
suka pakai,0.0007073578971896499
tolong bantu,0.000707343377003832
tangan,0.0007045430974679235
cepat transaksi,0.0007004810776804889
aplikasi mudah,0.0007003362221806127
verifikasi email,0.000695013188641843
lbh,0.0006925306913698547
pakai blue,0.0006925127724138202
dompet,0.0006918805828400155
gabisa buka,0.0006905962895968651
an,0.0006888465323486803
undang,0.0006870192368852643
vidio cal,0.0006869564899224268
bagus simple,0.0006864819274198251
pas vc,0.0006853380377831889
daftar ribet,0.0006846723674520644
capek,0.0006830436736010996
apl,0.0006808750336704776
mata,0.0006804026445448724
tangap,0.0006781593087029606
laku,0.0006780514431465543
minimal,0.0006776768863767067
ektp,0.0006770990869991746
token,0.0006769026452724426
bad,0.0006750696958978757
efisien,0.0006730695286646231
pribadi,0.0006730103162262047
upgrade,0.0006729205411676321
angkat,0.0006729076749967587
paket,0.0006721564436458051
satset,0.0006717514494052186
bisnis,0.0006712285936603263
ken,0.0006708731409316246
rekomended,0.000667741368324466
indonesia,0.0006668559285038329
layar,0.0006667908089063124
nyangkut,0.0006639358554546913
langkah,0.0006632555568134474
nik,0.0006616846438106125
syariah,0.0006612675082242836
byk,0.0006608719961330781
diskon,0.0006595540364526768
use,0.0006561260041835824
kyc,0.0006546484473795066
andal,0.0006543695913589871
plis,0.0006525913540618788
buka rek,0.000651435925184666
selfi,0.0006512997389289065
dri,0.00064998965504947
tipu,0.0006499721126744152
bayar qris,0.000649682408065167
yuk,0.0006492223720459484
mesti,0.0006488148998901034
event,0.0006485068300270819
jago,0.0006483235107215141
administrasi,0.0006478586160690799
anak muda,0.0006458137265823561
notifikasi,0.0006449185141358847
jga,0.0006444448992921555
blu,0.0006427339686855587
aju pinjam,0.000641615435937497
paksa,0.0006415117817037359
transaksi pakai,0.000641459744648715
jaman,0.0006403693746116069
reset pasword,0.0006403111326692249
gede,0.0006402591421726672
nya,0.0006384990551774901
sempurna,0.0006380403174143981
out,0.0006379903445976053
tgl,0.0006368341087730432
semenjak,0.0006358132803289146
cabang,0.000635527770256642
is the,0.0006355153091221596
perangkat,0.0006352840748585594
masuk kode,0.000634711447044357
kembali,0.0006333885636226705
nominal,0.0006312976285285197
layan bagus,0.0006302039951185439
setor tarik,0.0006298357012735353
hapus data,0.0006283140260770745
seabank,0.0006277753729054635
kirain,0.0006256585406305767
cantik,0.0006255942762758647
susah verifikasi,0.0006249346671293527
tolong tambah,0.0006208921820087916
aman nyaman,0.0006193685190124215
buka aplikasi,0.0006192239377234585
lah,0.0006177647505367949
force,0.0006155221978287137
ilang,0.000614921111743037
gampang banget,0.0006143652519573966
mending pakai,0.0006138392511480871
tombol,0.0006136415869042178
gb,0.0006117888303694463
keluh,0.0006101765579037156
rp,0.0006099235843279719
cinta,0.0006087061398467048
ujung,0.0006080579227571326
merchant,0.0006060891159251683
ngantri,0.0006058780526269926
fitur bayar,0.0006057032507185047
seru,0.000604956723469842
jenis,0.0006042125641766268
mudah ribet,0.0006037878070001811
heran,0.0006015031688546205
my,0.0006008455966008861
bikin akun,0.0005996451574240208
detik,0.0005996150508765556
gelap,0.0005979474093585787
mudah proses,0.0005978826012856346
situ,0.0005944457182681375
daftar mudah,0.0005936155463662927
apnya,0.0005933405260593301
baru baru,0.0005929429292512259
sidik,0.0005922767465320451
haloblu,0.0005911219779929338
jari,0.0005909926359706742
sma,0.000589336537116422
lot,0.0005889975538447612
otomatis,0.0005889602647872963
atm kena,0.0005884807335151755
sesi habis,0.0005874613568253804
pakai transaksi,0.00058537278586169
bikin rekening,0.0005847828075346682
parah,0.0005838752739931337
nga,0.0005838681958184697
transfer uang,0.0005819398310536382
money,0.0005818810613611729
force close,0.0005785028105396015
transaksi transfer,0.0005783309713075726
fiturfitur,0.0005779008448956596
upload,0.0005777574412441727
aja,0.0005775220831573724
banget deh,0.0005774694393487777
transaksi bagus,0.0005772267866450233
optimalisasi,0.0005746559450196309
dn,0.000573449789038713
nomor hp,0.0005721875488659635
banget daftar,0.0005703376647820152
bebas admin,0.0005697874785554628
mybca,0.0005690828220308622
banget buka,0.000567843357183491
simpan uang,0.0005673935196166321
beli pulsa,0.000565944580780931
lama,0.0005652058735908321
sunguh,0.0005651599018104226
emosi,0.000565159419376945
stuck,0.0005649366890172099
pending,0.0005636708565882447
benerin,0.0005627090015573807
banget bantu,0.0005622824601399645
jujur,0.0005622805676158386
tambahin fitur,0.0005615980169656437
thank,0.0005615072960186003
android,0.0005593626960019111
kunci,0.000558992051160659
ajar,0.0005561467940229614
segi,0.0005552162929805483
konfirmasi,0.0005550589974872086
pakai bagus,0.0005536927848832507
mesin,0.0005533130150909318
rating,0.0005532674294692342
debit fisik,0.0005525640537385132
saldo masuk,0.0005521755315244199
ama,0.0005504484987556552
ngasih,0.0005495696071666959
videocal,0.00054783184287827
melulu,0.0005478075278619756
busuk,0.000547529753110502
dapat,0.0005473228237663396
lambat berat,0.0005467741277939977
opsi,0.0005467304484922524
banget verifikasi,0.0005464433761190956
neng banget,0.0005442830366267314
pakek,0.0005438900343903506
verivikasi,0.0005432257259190642
aktifin,0.000540314520130579
telepon,0.0005391747707748015
rekening mudah,0.0005380545476456803
bom,0.0005376144889230321
mo,0.0005373610339565306
pas buka,0.0005371390301295579
temen,0.0005368493160464014
alah,0.0005362666535392527
blibli,0.0005356219764823236
bagus cuman,0.0005341450709500474
face,0.0005335015518635973
nungu jam,0.0005333084176054095
aq,0.0005329044338074222
banget nih,0.0005328474614226985
jt,0.0005327817384354585
iklan,0.000532777392064686
tangung,0.0005318834976367816
masuk rekening,0.0005292185156119266
lupa pasword,0.0005278775577377306
cs ramah,0.0005265463139496201
deposit,0.0005262684611895711
buka akun,0.000525462822825885
henti,0.0005247469366027969
otp masuk,0.0005246447682966178
fitur lengkap,0.0005245261786669677
ngebug,0.0005243916919663055
halaman,0.0005241365829498696
pikir,0.0005235618572335141
sidik jari,0.0005226202463634414
baik sistem,0.0005220569747687971
suport,0.0005217020899145943
beres,0.0005211036031056139
baharu,0.0005202033029934559
transfer rekening,0.0005197095468155269
enak banget,0.0005185045784167477
tagih,0.000517718632222741
pakai kartu,0.0005176359411825382
status,0.0005175737764018931
proses daftar,0.000516787733862756
nge,0.0005166958279647676
pencet,0.0005165430362317099
nomor rekening,0.0005156946196328634
cape,0.0005148959604212613
dalam,0.000514780848493208
pemberitahuan,0.000513950149163341
transaksi uang,0.0005128807052346396
bawa,0.0005126542691428984
bagi,0.0005111717106001316
main,0.0005111590728728151
pdhal,0.0005108968883011987
tlp,0.0005102192080329316
bolak,0.0005081767789343101
vidcal,0.0005073010737496947
masuk tolong,0.0005070937028660836
sesuai butuh,0.0005062127672117524
buka tabung,0.00050586370802951
ulas,0.0005058453176201714
cepet banget,0.000504901278528262
nunguin,0.0005042612815507693
uang masuk,0.0005041418022134128
cal cs,0.0005037321581916495
mw,0.000502347079630687
no rekening,0.0005012079000022275
minus,0.0004989467453854963
berat lambat,0.0004982836503855751
antre,0.0004975059016516477
cmn,0.0004973851447946786
koneksi putus,0.0004973427502938783
pay,0.0004960299364680961
tunai kartu,0.0004925808673385613
aduh,0.0004907755651334717
jamin,0.0004904980130375355
nyimpen,0.0004894991398738607
haduh,0.0004888758194246911
wa,0.0004885386005564463
up emoney,0.0004869277517209925
mode,0.000486833357559712
khusus,0.00048519055285230347
daftar gagal,0.0004847679051788813
neo,0.000484066222878057
blum,0.0004835130568020514
gimna,0.00048321892851658604
barcode,0.0004816577330533398
ngerti,0.00048156293715028256
fitur tarik,0.0004815486738381295
konvensional,0.00048095101493472655
coba kali,0.00048089305940203893
lambat masuk,0.00047941155228066956
ampe,0.0004789726596424916
nungu antri,0.00047693538274828283
kirim uang,0.0004761739102685933
bukti,0.0004753366276894718
thank you,0.0004746166080337584
pakai kode,0.00047457974431646327
rencana,0.00047438777058013903
moga baik,0.0004739720246766157
mohon maf,0.0004733205042855829
brp,0.00047312558148309125
cair,0.0004717463478225559
banget bikin,0.0004705221767317546
hm,0.0004703611693773286
pisah,0.00046967156815910663
warna,0.00046853646303517425
silah,0.00046780057446931103
sabar,0.00046747683766308373
ambil uang,0.00046713929820169276
pas daftar,0.0004664026279184125
pakai biaya,0.00046607080390032295
mas,0.00046565220440133325
kluar,0.00046476028862886824
komplain,0.000464635577809179
tarik uang,0.0004646035605678938
selamat,0.00046362093688839443
nanya,0.0004633914503162167
jadi,0.0004630247032301135
transaksi online,0.00046267723739778875
baik aplikasi,0.0004609194567204541
masuk verifikasi,0.0004601766679025738
sambung putus,0.00046016720670007246
kelar,0.00045800802236847435
masukin kode,0.0004572463902434776
siang,0.00045713308554706555
kiri,0.0004565717879247833
fast respon,0.00045647551537979166
langan,0.00045506605594774926
masuk pakai,0.0004545781528889042
dh,0.0004545207418504475
kode verifikasi,0.0004542332433103149
pos,0.0004535024372562958
malas,0.0004528277194570978
responya,0.00045274053843402364
code,0.0004516993021939249
nambah,0.00045151954757065857
koneksi internet,0.00045119681710764414
kaum,0.0004491610876936536
tibatiba,0.00044893575847009594
hadap,0.00044878657742428597
lucu,0.00044873638922206634
sekian,0.00044653937102386715
puluh,0.00044651258321744914
gtu,0.0004456988416728289
suruh nungu,0.0004441073548580571
berkalikali,0.0004422009767370443
log out,0.0004413300054589434
dana masuk,0.00044114550493979635
please,0.00044042657536228294
bye,0.0004395677395375999
isi data,0.00043956166481755717
scan qris,0.00043952982703084943
mutasi,0.0004378192273601688
sebenernya,0.0004375682083854479
verifikasi data,0.0004371850696813722
fix,0.00043254041254874113
tu,0.00043206081177945893
vc cs,0.0004300797796803256
kyk,0.0004300198480630527
kanan,0.00042763038233814657
proses verifikasi,0.00042761265925598694
daftar pas,0.0004251477412451643
lho,0.0004232910921230064
ngulang,0.0004230907890536494
masuk saldo,0.0004196786094351982
request,0.0004172138528458873
lambat lambat,0.00041570993952709295
kecewa banget,0.0004136939603653277
biaya adminya,0.0004117665218523577
hubung cs,0.00041101746988623616
biaya adm,0.00040749250043422614
gaji,0.0004031985787084542
debit card,0.0004024957522962013
ulang kali,0.0003967531350975746
tunai biaya,0.00039665170769571554
tunai pakai,0.00039380077639627917
kaya gin,0.00038640887699754856
customer service,0.00038423799100637787
instal ulang,0.0003831040465940385
alami,0.00038285570786917124
mesin atm,0.00038160234211946387
cahaya,0.0003802082264200182
telfon,0.000379333455865994
contoh,0.00037849372575714886
tolong hapus,0.0003776190607705207
shope pay,0.00037383849615824994
kali coba,0.0003729393160038224
center,0.0003678146702374203
fre biaya,0.000366803506649642
alamat,0.0003644314723812499
